Date,Price,Open,High,Low,Vol.,Change %
2023-10-12,3573.00,3573.00,3573.00,3573.00,,-0.06%
2023-10-11,3575.00,3575.00,3575.00,3575.00,,-0.07%
2023-10-10,3577.60,3577.60,3577.60,3577.60,,-1.28%
2023-10-09,3624.00,3624.00,3624.00,3624.00,,0.69%
2023-10-06,3599.10,3599.10,3599.10,3599.10,,1.35%
2023-10-05,3551.20,3551.20,3551.20,3551.20,,-0.60%
2023-10-04,3572.60,3572.60,3572.60,3572.60,,-0.83%
2023-10-03,3602.60,3602.60,3602.60,3602.60,,-0.97%
2023-10-02,3638.00,3638.00,3638.00,3638.00,,-2.12%
2023-09-29,3716.90,3716.90,3716.90,3716.90,,0.69%
2023-09-28,3691.30,3691.30,3691.30,3691.30,,1.51%
2023-09-27,3636.40,3636.40,3636.40,3636.40,,-0.09%
2023-09-26,3639.60,3639.60,3639.60,3639.60,,-0.36%
2023-09-25,3652.60,3652.60,3652.60,3652.60,,-1.01%
2023-09-22,3689.70,3689.70,3689.70,3689.70,,0.94%
2023-09-21,3655.30,3655.30,3655.30,3655.30,,-1.85%
2023-09-20,3724.10,3724.10,3724.10,3724.10,,0.73%
2023-09-19,3697.00,3697.00,3697.00,3697.00,,-0.66%
2023-09-18,3721.70,3721.70,3721.70,3721.70,,0.06%
2023-09-15,3719.50,3719.50,3719.50,3719.50,,-0.74%
2023-09-14,3747.10,3747.10,3747.10,3747.10,,0.57%
2023-09-13,3725.80,3725.80,3725.80,3725.80,,0.62%
2023-09-12,3702.90,3702.90,3702.90,3702.90,,-0.62%
2023-09-11,3725.90,3725.90,3725.90,3725.90,,1.69%
2023-09-08,3664.00,3664.00,3664.00,3664.00,,-1.03%
2023-09-07,3702.30,3702.30,3702.30,3702.30,,-0.36%
2023-09-06,3715.50,3715.50,3715.50,3715.50,,-1.05%
2023-09-05,3755.00,3755.00,3755.00,3755.00,,0.11%
2023-09-04,3751.00,3751.00,3751.00,3751.00,,-0.50%
2023-09-01,3769.70,3769.70,3769.70,3769.70,,1.40%
2023-08-31,3717.60,3717.60,3717.60,3717.60,,-0.39%
2023-08-30,3732.00,3732.00,3732.00,3732.00,,0.41%
2023-08-29,3716.60,3716.60,3716.60,3716.60,,0.88%
2023-08-25,3684.00,3684.00,3684.00,3684.00,,-0.27%
2023-08-24,3693.80,3693.80,3693.80,3693.80,,-0.85%
2023-08-23,3725.50,3725.50,3725.50,3725.50,,0.99%
2023-08-22,3688.80,3688.80,3688.80,3688.80,,1.20%
2023-08-21,3645.00,3645.00,3645.00,3645.00,,0.40%
2023-08-18,3630.40,3630.40,3630.40,3630.40,,-0.08%
2023-08-17,3633.20,3633.20,3633.20,3633.20,,0.86%
2023-08-16,3602.20,3602.20,3602.20,3602.20,,-0.32%
2023-08-15,3613.80,3613.80,3613.80,3613.80,,-0.87%
2023-08-14,3645.40,3645.40,3645.40,3645.40,,-0.80%
2023-08-11,3674.90,3674.90,3674.90,3674.90,,-1.27%
2023-08-10,3722.10,3722.10,3722.10,3722.10,,0.00%
2023-08-09,3722.20,3722.20,3722.20,3722.20,,0.27%
2023-08-08,3712.10,3712.10,3712.10,3712.10,,-1.50%
2023-08-07,3768.70,3768.70,3768.70,3768.70,,-0.71%
2023-08-04,3795.60,3795.60,3795.60,3795.60,,-0.43%
2023-08-03,3812.10,3812.10,3812.10,3812.10,,0.98%
2023-08-02,3775.00,3775.00,3775.00,3775.00,,-1.86%
2023-08-01,3846.70,3846.70,3846.70,3846.70,,-1.71%
2023-07-31,3913.50,3913.50,3913.50,3913.50,,1.74%
2023-07-28,3846.40,3846.40,3846.40,3846.40,,1.19%
2023-07-27,3801.30,3801.30,3801.30,3801.30,,-0.46%
2023-07-26,3818.90,3818.90,3818.90,3818.90,,-1.04%
2023-07-25,3858.90,3858.90,3858.90,3858.90,,1.98%
2023-07-24,3783.90,3783.90,3783.90,3783.90,,0.93%
2023-07-21,3748.90,3748.90,3748.90,3748.90,,-0.42%
2023-07-20,3764.80,3764.80,3764.80,3764.80,,0.86%
2023-07-19,3732.60,3732.60,3732.60,3732.60,,-0.67%
2023-07-18,3757.80,3757.80,3757.80,3757.80,,-0.59%
2023-07-17,3780.00,3780.00,3780.00,3780.00,,-1.75%
2023-07-14,3847.40,3847.40,3847.40,3847.40,,-0.20%
2023-07-13,3855.20,3855.20,3855.20,3855.20,,1.78%
2023-07-12,3787.70,3787.70,3787.70,3787.70,,2.75%
2023-07-11,3686.20,3686.20,3686.20,3686.20,,-0.27%
2023-07-10,3696.30,3696.30,3696.30,3696.30,,-0.06%
2023-07-07,3698.60,3698.60,3698.60,3698.60,,0.64%
2023-07-06,3675.20,3675.20,3675.20,3675.20,,-0.35%
2023-07-05,3688.10,3688.10,3688.10,3688.10,,-0.36%
2023-07-04,3701.40,3701.40,3701.40,3701.40,,-0.08%
2023-07-03,3704.30,3704.30,3704.30,3704.30,,0.63%
2023-06-30,3681.10,3681.10,3681.10,3681.10,,1.18%
2023-06-29,3638.20,3638.20,3638.20,3638.20,,-0.50%
2023-06-28,3656.30,3656.30,3656.30,3656.30,,-1.47%
2023-06-27,3710.70,3710.70,3710.70,3710.70,,0.80%
2023-06-26,3681.10,3681.10,3681.10,3681.10,,-1.04%
2023-06-23,3719.60,3719.60,3719.60,3719.60,,-1.84%
2023-06-22,3789.40,3789.40,3789.40,3789.40,,-0.35%
2023-06-21,3802.90,3802.90,3802.90,3802.90,,0.37%
2023-06-20,3789.00,3789.00,3789.00,3789.00,,-0.46%
2023-06-19,3806.40,3806.40,3806.40,3806.40,,-0.80%
2023-06-16,3837.10,3837.10,3837.10,3837.10,,0.20%
2023-06-15,3829.60,3829.60,3829.60,3829.60,,0.49%
2023-06-14,3810.90,3810.90,3810.90,3810.90,,1.45%
2023-06-13,3756.30,3756.30,3756.30,3756.30,,1.78%
2023-06-12,3690.60,3690.60,3690.60,3690.60,,-1.25%
2023-06-09,3737.20,3737.20,3737.20,3737.20,,0.45%
2023-06-08,3720.50,3720.50,3720.50,3720.50,,0.60%
2023-06-07,3698.30,3698.30,3698.30,3698.30,,0.27%
2023-06-06,3688.40,3688.40,3688.40,3688.40,,-0.14%
2023-06-05,3693.50,3693.50,3693.50,3693.50,,0.19%
2023-06-02,3686.60,3686.60,3686.60,3686.60,,-0.14%
2023-06-01,3691.80,3691.80,3691.80,3691.80,,1.76%
2023-05-31,3627.90,3627.90,3627.90,3627.90,,-0.46%
2023-05-30,3644.70,3644.70,3644.70,3644.70,,-0.27%
2023-05-26,3654.70,3654.70,3654.70,3654.70,,1.53%
2023-05-25,3599.80,3599.80,3599.80,3599.80,,1.00%
2023-05-24,3564.20,3564.20,3564.20,3564.20,,-1.94%
2023-05-23,3634.70,3634.70,3634.70,3634.70,,-1.06%
2023-05-22,3673.60,3673.60,3673.60,3673.60,,-1.30%
2023-05-19,3722.00,3722.00,3722.00,3722.00,,0.89%
2023-05-18,3689.20,3689.20,3689.20,3689.20,,-1.30%
2023-05-17,3737.70,3737.70,3737.70,3737.70,,1.85%
2023-05-16,3669.70,3669.70,3669.70,3669.70,,-1.46%
2023-05-15,3724.10,3724.10,3724.10,3724.10,,0.09%
2023-05-12,3720.70,3720.70,3720.70,3720.70,,0.81%
2023-05-11,3690.70,3690.70,3690.70,3690.70,,-3.10%
2023-05-10,3808.90,3808.90,3808.90,3808.90,,-1.82%
2023-05-09,3879.40,3879.40,3879.40,3879.40,,-0.38%
2023-05-05,3894.20,3894.20,3894.20,3894.20,,1.37%
2023-05-04,3841.60,3841.60,3841.60,3841.60,,-0.76%
2023-05-03,3871.00,3871.00,3871.00,3871.00,,-0.76%
2023-05-02,3900.80,3900.80,3900.80,3900.80,,-0.17%
2023-04-28,3907.60,3907.60,3907.60,3907.60,,0.71%
2023-04-27,3880.20,3880.20,3880.20,3880.20,,0.26%
2023-04-26,3870.20,3870.20,3870.20,3870.20,,0.37%
2023-04-25,3855.80,3855.80,3855.80,3855.80,,-2.58%
2023-04-24,3957.80,3957.80,3957.80,3957.80,,-0.68%
2023-04-21,3984.90,3984.90,3984.90,3984.90,,-1.12%
2023-04-20,4030.10,4030.10,4030.10,4030.10,,-0.96%
2023-04-19,4069.10,4069.10,4069.10,4069.10,,-0.61%
2023-04-18,4094.00,4094.00,4094.00,4094.00,,1.40%
2023-04-17,4037.40,4037.40,4037.40,4037.40,,0.14%
2023-04-14,4031.60,4031.60,4031.60,4031.60,,0.28%
2023-04-13,4020.50,4020.50,4020.50,4020.50,,1.65%
2023-04-12,3955.10,3955.10,3955.10,3955.10,,0.89%
2023-04-11,3920.30,3920.30,3920.30,3920.30,,0.09%
2023-04-06,3916.80,3916.80,3916.80,3916.80,,0.13%
2023-04-05,3911.60,3911.60,3911.60,3911.60,,-0.56%
2023-04-04,3933.50,3933.50,3933.50,3933.50,,-1.77%
2023-04-03,4004.30,4004.30,4004.30,4004.30,,-0.84%
2023-03-31,4038.20,4038.20,4038.20,4038.20,,0.35%
2023-03-30,4024.30,4024.30,4024.30,4024.30,,-0.30%
2023-03-29,4036.30,4036.30,4036.30,4036.30,,0.06%
2023-03-28,4033.70,4033.70,4033.70,4033.70,,0.52%
2023-03-27,4012.70,4012.70,4012.70,4012.70,,0.81%
2023-03-24,3980.50,3980.50,3980.50,3980.50,,-0.16%
2023-03-23,3986.70,3986.70,3986.70,3986.70,,1.57%
2023-03-22,3925.00,3925.00,3925.00,3925.00,,1.12%
2023-03-21,3881.60,3881.60,3881.60,3881.60,,0.16%
2023-03-20,3875.40,3875.40,3875.40,3875.40,,0.57%
2023-03-17,3853.60,3853.60,3853.60,3853.60,,0.73%
2023-03-16,3825.50,3825.50,3825.50,3825.50,,0.03%
2023-03-15,3824.40,3824.40,3824.40,3824.40,,-2.96%
2023-03-14,3940.90,3940.90,3940.90,3940.90,,-0.64%
2023-03-13,3966.20,3966.20,3966.20,3966.20,,0.84%
2023-03-10,3933.00,3933.00,3933.00,3933.00,,-0.48%
2023-03-09,3952.10,3952.10,3952.10,3952.10,,-0.74%
2023-03-08,3981.60,3981.60,3981.60,3981.60,,0.87%
2023-03-07,3947.10,3947.10,3947.10,3947.10,,-1.71%
2023-03-06,4015.80,4015.80,4015.80,4015.80,,-0.84%
2023-03-03,4049.70,4049.70,4049.70,4049.70,,0.38%
2023-03-02,4034.50,4034.50,4034.50,4034.50,,-1.70%
2023-03-01,4104.10,4104.10,4104.10,4104.10,,1.81%
2023-02-28,4031.20,4031.20,4031.20,4031.20,,0.69%
2023-02-27,4003.60,4003.60,4003.60,4003.60,,1.25%
2023-02-24,3954.00,3954.00,3954.00,3954.00,,-2.26%
2023-02-23,4045.50,4045.50,4045.50,4045.50,,-2.12%
2023-02-22,4133.10,4133.10,4133.10,4133.10,,-1.55%
2023-02-21,4198.20,4198.20,4198.20,4198.20,,0.64%
2023-02-20,4171.40,4171.40,4171.40,4171.40,,2.48%
2023-02-17,4070.50,4070.50,4070.50,4070.50,,-0.54%
2023-02-16,4092.40,4092.40,4092.40,4092.40,,1.20%
2023-02-15,4043.90,4043.90,4043.90,4043.90,,-1.14%
2023-02-14,4090.50,4090.50,4090.50,4090.50,,-0.23%
2023-02-13,4100.00,4100.00,4100.00,4100.00,,0.02%
2023-02-10,4099.20,4099.20,4099.20,4099.20,,-2.08%
2023-02-09,4186.30,4186.30,4186.30,4186.30,,1.50%
2023-02-08,4124.60,4124.60,4124.60,4124.60,,-0.35%
2023-02-07,4138.90,4138.90,4138.90,4138.90,,0.27%
2023-02-06,4127.90,4127.90,4127.90,4127.90,,-2.03%
2023-02-03,4213.60,4213.60,4213.60,4213.60,,-1.85%
2023-02-02,4293.00,4293.00,4293.00,4293.00,,0.06%
2023-02-01,4290.60,4290.60,4290.60,4290.60,,-1.51%
2023-01-31,4356.30,4356.30,4356.30,4356.30,,0.67%
2023-01-30,4327.40,4327.40,4327.40,4327.40,,-0.61%
2023-01-27,4354.10,4354.10,4354.10,4354.10,,-1.12%
2023-01-26,4403.50,4403.50,4403.50,4403.50,,0.42%
2023-01-25,4385.00,4385.00,4385.00,4385.00,,0.45%
2023-01-24,4365.40,4365.40,4365.40,4365.40,,0.33%
2023-01-23,4351.20,4351.20,4351.20,4351.20,,0.05%
2023-01-20,4348.90,4348.90,4348.90,4348.90,,0.02%
2023-01-19,4348.10,4348.10,4348.10,4348.10,,0.06%
2023-01-18,4345.60,4345.60,4345.60,4345.60,,1.15%
2023-01-17,4296.30,4296.30,4296.30,4296.30,,0.81%
2023-01-16,4261.60,4261.60,4261.60,4261.60,,-0.26%
2023-01-13,4272.60,4272.60,4272.60,4272.60,,0.84%
2023-01-12,4236.80,4236.80,4236.80,4236.80,,0.97%
2023-01-11,4195.90,4195.90,4195.90,4195.90,,1.81%
2023-01-10,4121.50,4121.50,4121.50,4121.50,,0.31%
2023-01-09,4108.80,4108.80,4108.80,4108.80,,3.26%
2023-01-06,3979.10,3979.10,3979.10,3979.10,,1.89%
2023-01-05,3905.40,3905.40,3905.40,3905.40,,-0.24%
2023-01-04,3914.60,3914.60,3914.60,3914.60,,-1.44%
2023-01-03,3971.80,3971.80,3971.80,3971.80,,-0.30%
2022-12-30,3983.80,3983.80,3983.80,3983.80,,-0.61%
2022-12-29,4008.40,4008.40,4008.40,4008.40,,0.05%
2022-12-28,4006.50,4006.50,4006.50,4006.50,,1.03%
2022-12-23,3965.50,3965.50,3965.50,3965.50,,0.38%
2022-12-22,3950.60,3950.60,3950.60,3950.60,,-0.74%
2022-12-21,3980.20,3980.20,3980.20,3980.20,,0.76%
2022-12-20,3950.20,3950.20,3950.20,3950.20,,1.13%
2022-12-19,3906.10,3906.10,3906.10,3906.10,,-0.23%
2022-12-16,3915.30,3915.30,3915.30,3915.30,,-0.62%
2022-12-15,3939.70,3939.70,3939.70,3939.70,,-2.09%
2022-12-14,4023.70,4023.70,4023.70,4023.70,,-0.30%
2022-12-13,4035.80,4035.80,4035.80,4035.80,,0.94%
2022-12-12,3998.40,3998.40,3998.40,3998.40,,-1.64%
2022-12-09,4065.20,4065.20,4065.20,4065.20,,-0.41%
2022-12-08,4082.00,4082.00,4082.00,4082.00,,0.22%
2022-12-07,4073.00,4073.00,4073.00,4073.00,,0.82%
2022-12-06,4040.00,4040.00,4040.00,4040.00,,0.43%
2022-12-05,4022.70,4022.70,4022.70,4022.70,,-0.28%
2022-12-02,4033.90,4033.90,4033.90,4033.90,,1.75%
2022-12-01,3964.40,3964.40,3964.40,3964.40,,1.04%
2022-11-30,3923.50,3923.50,3923.50,3923.50,,2.63%
2022-11-29,3823.10,3823.10,3823.10,3823.10,,1.36%
2022-11-28,3771.80,3771.80,3771.80,3771.80,,-0.14%
2022-11-25,3777.20,3777.20,3777.20,3777.20,,-0.55%
2022-11-24,3797.90,3797.90,3797.90,3797.90,,0.00%
2022-11-23,3797.90,3797.90,3797.90,3797.90,,-0.29%
2022-11-22,3809.00,3809.00,3809.00,3809.00,,1.98%
2022-11-21,3735.20,3735.20,3735.20,3735.20,,-2.68%
2022-11-18,3838.20,3838.20,3838.20,3838.20,,0.42%
2022-11-17,3822.00,3822.00,3822.00,3822.00,,-2.78%
2022-11-16,3931.40,3931.40,3931.40,3931.40,,-1.95%
2022-11-15,4009.70,4009.70,4009.70,4009.70,,0.65%
2022-11-14,3984.00,3984.00,3984.00,3984.00,,0.38%
2022-11-11,3968.90,3968.90,3968.90,3968.90,,3.74%
2022-11-10,3825.80,3825.80,3825.80,3825.80,,1.90%
2022-11-09,3754.60,3754.60,3754.60,3754.60,,-0.44%
2022-11-08,3771.20,3771.20,3771.20,3771.20,,2.23%
2022-11-07,3689.10,3689.10,3689.10,3689.10,,-1.56%
2022-11-04,3747.70,3747.70,3747.70,3747.70,,5.77%
2022-11-03,3543.40,3543.40,3543.40,3543.40,,-1.04%
2022-11-02,3580.80,3580.80,3580.80,3580.80,,0.07%
2022-11-01,3578.40,3578.40,3578.40,3578.40,,2.62%
2022-10-31,3487.10,3487.10,3487.10,3487.10,,-1.26%
2022-10-28,3531.60,3531.60,3531.60,3531.60,,-2.58%
2022-10-27,3625.10,3625.10,3625.10,3625.10,,-0.88%
2022-10-26,3657.30,3657.30,3657.30,3657.30,,3.39%
2022-10-25,3537.40,3537.40,3537.40,3537.40,,-0.05%
2022-10-24,3539.20,3539.20,3539.20,3539.20,,-0.46%
2022-10-21,3555.40,3555.40,3555.40,3555.40,,-0.13%
2022-10-20,3560.10,3560.10,3560.10,3560.10,,2.01%
2022-10-19,3489.80,3489.80,3489.80,3489.80,,-0.34%
2022-10-18,3501.70,3501.70,3501.70,3501.70,,-1.27%
2022-10-17,3546.60,3546.60,3546.60,3546.60,,-1.02%
2022-10-14,3583.00,3583.00,3583.00,3583.00,,-0.91%
2022-10-13,3615.80,3615.80,3615.80,3615.80,,0.50%
2022-10-12,3597.90,3597.90,3597.90,3597.90,,0.46%
2022-10-11,3581.40,3581.40,3581.40,3581.40,,-0.24%
2022-10-10,3589.90,3589.90,3589.90,3589.90,,0.36%
